x1,x2,y
-0.3729289816282879,0.5130419975955559,1
1.8129346253874012,3.2705335716719404,1
2.840428177066485,2.9209960088879168,1
2.794547743693917,0.09561981194264835,1
1.4441051563294585,0.9772409041171538,1
-0.6195968861098076,1.0089131357335734,0
0.6510846966642332,1.3100767732201677,1
-0.5074544069644086,0.047157435412992665,0
-1.7539692507115088,0.5676923618046904,0
-0.7439241471055774,1.6997980579394445,0
-2.4208927995370892,3.418949895871104,0
-0.011937308486696274,4.005785844967185,0
2.7575120380855114,2.315150886157825,1
-3.621909083375417,1.1222014461788723,0
2.377681131253484,1.0109598389099088,1
-0.032144582051884196,1.2871927987068101,0
0.9840480866622471,0.5484384166238556,1
-1.0423551836346903,3.9953694219501803,0
1.5423581760999294,1.602049176538559,1
2.133671331463088,1.0921932778270373,1
2.357567777538502,2.2382646960940216,1
-2.911679535851465,-0.3062091360604746,0
1.374819182527681,0.9881566419701886,1
-0.40470997955931987,1.0752655458548885,0
-2.1499422348345125,0.4330408313871559,0
-0.15245349376953254,0.3084105121922278,1
2.6025208105373947,2.846844042628007,1
3.4574463029641564,2.514180308746272,1
-2.2005630914469085,0.30666154217850394,0
1.3620435565137137,1.1649899309675438,1
-0.19837208868044676,0.7279117337714093,0
2.467345073708668,2.326101094032188,1
-1.1910388957407574,0.9649147229794702,0
4.1633222063209345,2.6536798054857558,1
2.84878990267761,3.2068012186503987,1
-0.6019113565589087,2.962197495961358,0
-1.599363505481096,1.9769112486422176,0
-0.9799519691786681,2.538910750777192,0
-3.041547427814106,1.5249125481207908,0
-0.1426555226803985,1.5756637440079229,0
-2.0479611233462474,2.2099420891843278,0
-0.08126856305190322,0.43740095778677945,0
-1.2213149287198504,0.035798732135993605,0
1.751972216375169,1.4201718465048903,1
-0.9489108149957436,0.578799403447427,0
-2.2070708199727287,0.9998321207033122,0
-0.6386627911114271,-0.29793785323931865,0
0.04178214445704764,0.5119593941925474,0
2.2879748819599164,2.0141273335353738,1
-1.6513420108508485,1.2692753111688477,0
1.6068843220944873,1.044328265253932,1
-1.5054415439285418,2.028973281554048,0
-2.912015423709524,-0.23570179511015787,0
1.1947207223925151,0.9254332412375464,1
0.9417761364351702,0.6061103891403159,1
-0.8838010272570574,2.9723241273489527,0
-2.90818907360263,-0.011394090503554777,0
-2.2669187468162,0.40013512848662347,0
1.3012526053192905,2.1848983636798196,1
3.471449187037373,2.055968251933512,1
-0.70876698986994,1.6265468141713508,0
-2.043407197558569,3.0851345562192503,0
3.970555701265805,2.3015758684712004,1
-1.9034916551808931,1.0694988004813293,0
-2.993808576360128,0.879846773418225,0
-2.2245784484611617,1.1190380152652257,0
-0.3214490371084098,-0.32020229309795045,0
-1.4387710310697897,1.095193298811651,0
1.3263203070875362,1.2411766301394098,1
-2.028528448213078,1.3515365084609612,0
-1.9654560928634313,1.7724129123738175,0
-0.8581415045600924,3.3007862368650516,0
1.155114140268658,2.0252225684064404,1
1.9346428680180399,1.3807963566647221,1
0.12782393209020682,1.0693816732456383,1
-1.1040435708554468,1.7861736920836289,0
0.37521777957980373,0.9097961267980357,1
2.677956247732284,2.573412231008816,1
1.7293595574311582,1.5360449936083285,1
-1.2288611239319653,-0.7219982178951807,0
0.5778547586481203,0.36205703785151955,1
-1.6966775653297868,-0.6316810951114658,0
2.5706309048319254,2.1257910714439303,1
3.142685267776634,2.557460832978311,1
0.18583541808705029,0.07386350143411269,0
-0.24791948360074523,1.2010430723270111,0
3.2258857757104744,1.0561293544242336,1
-2.469540303762713,0.41113419016049746,0
-1.1406189896370913,1.661060376245767,0
-1.2278406901503391,2.5285468288181967,0
-1.775099732681185,1.6134649013949993,0
2.568511794326797,3.1846230633458816e-05,1
-0.26965593167822477,0.9008160209869278,1
-1.5858224767300553,1.1147072909196214,0
1.1811592899449677,0.8232121840328752,1
-1.121545854068997,3.494622877757548,0
2.352051108375946,0.4088189380364349,1
0.7736933341417618,1.8022421808411748,1
3.076215645879802,2.3326009937923438,1
-3.1355945718017946,2.060064480484231,0
0.5267378328025352,2.5143881315781487,1
-2.858880983511203,3.334544796050471,0
-1.1834150410111994,2.716632653958237,0
